	hemoglobin	leukocyty	etytr	weight	trombocyty	ast	alp	relationship	name	alt	hbver	smoker	erytrocyty	er-cv	indicator	ssn	hematokrit
8784	6.57136	7.11782	6.68714	83.73118	7.21443	68.53851	84.02503	nop	Heather Shelton	1.48359	6.78249	yes	7.10933	33.09160	1.00000	310-64-6058	7.07858
8785	7.85502	7.22562	4.29627	21.30879	7.29373	72.27470	46.21860	married	Walter Carpenter	0.57204	5.43961	N	6.19108	46.61228	1.00000	718-73-8412	6.10951
8786	6.64141	10.13267	6.00015	61.39885	5.58041	72.13493	86.32502	married	Dustin Taylor	1.27100	6.38510	no	5.40555	46.19991	1.00000	097-65-5637	5.40813
8787	5.78019	4.52172	4.13367	84.64242	6.86277	73.45475	82.30154	single	Nicholas Mcgrath	0.39599	7.94176	Y	2.64771	49.01519	0.00000	483-13-6127	8.15433
8788	6.77815	7.33790	7.84873	55.12358	7.60369	71.71678	82.02502	married	Vincent Taylor	2.29233	9.00903	Y	8.14267	39.38776	1.00000	404-50-2422	6.34714
8789	6.85550	7.71946	4.97549	15.12565	5.87309	73.62487	81.75001	single	Jason Floyd	0.78517	4.83065	Y	4.59945	55.38299	1.00000	089-38-9091	7.40564
8790	5.76092	8.35956	8.21570	30.72679	6.79559	75.05568	83.50430	single	Mark Mitchell	2.77458	7.72879	no	8.16563	73.61525	1.00000	573-10-8588	6.27210
8791	6.87428	7.06293	3.77142	105.22111	5.76275	71.01061	79.17771	single	Laura Byrd	1.42726	5.79269	N	6.69474	54.02203	1.00000	710-87-4049	6.19173
8792	7.56828	6.06777	5.07933	-9.70276	6.74294	76.62499	62.52277	married	Matthew Crane	0.77222	4.21447	no	4.57802	44.76903	1.00000	025-42-0309	6.52685
8793	7.07570	9.34708	7.05735	51.20542	5.66203	57.20459	70.91259	divoced	Marco Salinas	1.98295	4.67526	yes	7.78004	35.45769	1.00000	441-47-6941	6.44219
8794	5.75199	8.65717	5.93228	24.64262	3.58376	77.90937	88.32180	divoced	Martin Hensley	1.06001	5.48931	no	4.61189	39.29758	1.00000	170-64-2702	7.14097
8795	7.29707	4.76067	5.39703	71.65917	8.46913	64.98624	63.95208	single	David Thompson	1.09587	7.33352	yes	3.23968	43.02897	0.00000	852-37-0190	5.51590
8796	8.74334	6.64397	8.97762	63.24027	7.21093	73.54087	10.49775	separated	Matthew Simpson	0.64221	7.80704	no	5.46367	27.88489	1.00000	262-63-6880	7.56549
8797	5.39120	5.83363	4.74722	23.81510	6.24341	67.83529	78.32690	divoced	Lydia Elliott	0.61774	8.56318	no	3.34920	40.00954	0.00000	110-26-8923	4.30717
8798	6.92949	4.65765	5.92350	122.29788	6.41365	55.99264	77.41805	widowed	Jordan Gomez	1.42772	6.34928	no	4.68510	26.29383	0.00000	401-47-1416	6.09825
8799	8.63714	8.75187	7.30665	40.93129	5.98979	60.78823	27.92160	married	Lori Pena	2.77659	6.57058	no	8.26826	53.85013	1.00000	471-92-2131	6.18050
8800	5.90324	4.75653	5.25865	-10.12675	6.31280	70.80773	89.45220	married	Kevin Marquez	2.59659	8.25138	Y	8.27337	48.91720	0.00000	623-71-1317	7.28441
8801	5.24392	6.74329	6.72900	44.45183	6.01839	54.17469	64.72955	divoced	Robert Davis	0.42314	6.21836	no	6.08149	21.99533	1.00000	593-28-1515	7.11795
8802	6.73291	8.06523	9.52418	40.41895	4.81437	71.03712	78.71612	widowed	Dennis Williams	1.44642	8.42578	no	7.35771	40.91529	1.00000	015-78-3241	5.58550
8803	7.36346	7.27515	4.42122	94.31498	5.61675	65.81374	64.71760	married	Victoria Smith	1.16769	5.15568	no	5.71543	39.33647	1.00000	493-82-2953	5.00643
8804	5.37114	5.46342	5.16786	-11.86087	4.87409	66.34919	73.14742	nop	Kiara Hill	1.33283	6.97356	no	7.48347	57.16322	0.00000	734-70-9722	6.95170
8805	5.46956	7.62810	9.88176	-5.98579	7.79803	69.56012	69.01096	married	Reginald Henderson	2.09008	9.74848	yes	7.86775	51.20658	1.00000	213-11-4845	5.15788
8806	4.10827	6.26497	7.65636	13.14323	6.01600	77.18624	21.99855	divoced	Kathy Pacheco	0.40691	8.32786	yes	6.26018	77.15803	1.00000	077-47-4376	5.56081
8807	4.56012	7.60446	6.73828	84.05670	5.97780	63.83442	33.88775	married	Nathan Bennett	0.68375	5.05756	no	6.17740	31.73402	1.00000	217-56-0543	6.48900
8808	7.74770	8.18070	3.77034	152.45560	7.15700	76.83770	52.15009	nop	Jonathan Smith	1.68719	6.40389	Y	7.00494	34.02729	1.00000	246-41-6521	7.05516
8809	5.68470	5.11382	4.08431	60.64708	5.04300	72.46842	82.97837	divoced	Heather King	0.98571	8.63066	Y	4.88971	68.45159	0.00000	588-73-1434	6.07792
8810	6.06225	6.32635	6.65084	78.06520	5.69858	60.19476	91.20462	single	Albert Gonzalez	2.11412	8.52896	no	7.60180	52.66632	1.00000	097-36-0480	6.49835
8811	7.37017	4.87527	4.70757	57.05071	6.13724	70.01304	62.08772	married	Eugene Williamson	0.82278	7.77014	no	6.88834	36.91529	0.00000	332-01-3005	6.46661
8812	5.12750	7.27911	7.86632	90.30352	6.27153	57.58851	65.56805	divoced	Scott Sosa	2.29627	9.15144	no	8.19626	46.30776	1.00000	566-84-1845	5.09095
8813	6.92859	4.97926	5.11568	38.87418	6.23694	71.16465	78.09887	married	Larry Cox	2.45775	7.44202	N	7.89180	30.21340	0.00000	235-09-7935	5.28984
8814	6.29844	4.25821	5.91852	39.18305	6.43482	60.62215	86.22627	divoced	Kimberly Ramos	5.79652	6.86205	no	9.19525	45.86170	0.00000	112-65-6122	8.39148
8815	7.74225	7.62779	3.63106	65.28615	8.52270	57.99191	50.97940	divoced	Taylor Cardenas	0.96090	9.15283	Y	6.20466	39.89496	0.00000	712-96-1941	6.39669
8816	7.37113	8.05761	5.92529	48.74963	5.46426	59.82852	63.17975	divoced	Katherine Mercado	1.38292	3.73498	no	6.35151	65.60690	1.00000	381-73-2127	6.89732
8817	7.12958	4.96908	6.38581	107.89569	4.85465	62.65796	76.09224	single	Tiffany Golden	1.45897	6.31314	yes	7.03915	33.73456	0.00000	442-32-3291	7.01558
8818	5.53981	7.22374	7.47374	105.09336	6.13178	56.01563	79.13287	separated	Christie Giles	1.16150	6.89194	no	6.70913	46.19572	1.00000	328-56-7521	6.60799
8819	8.42704	5.54283	4.73427	96.64695	6.75598	76.10890	24.70535	divoced	Katherine Hampton	1.74652	8.09312	no	8.09680	53.11662	0.00000	226-54-7882	6.36161
8820	4.82255	6.72981	6.00775	52.32558	5.56090	71.92655	50.14574	married	Alyssa Walsh	1.46058	6.78022	Y	7.17717	46.22364	0.00000	335-29-5974	6.08980
8821	6.97487	6.68358	7.12427	80.93254	4.48566	69.83326	75.83708	married	Amanda Wagner	0.97830	7.19389	no	6.68886	29.52063	1.00000	801-83-1973	6.73896
8822	5.72884	7.07688	7.60621	106.00519	6.80596	65.27420	85.83630	divoced	Amanda Quinn	0.81124	6.64417	Y	6.17900	66.47309	1.00000	863-37-7822	6.04188
8823	8.80907	5.34551	4.33232	71.75398	6.86928	75.90678	21.89304	divoced	Kristie Thompson	0.74517	4.84267	no	6.22671	45.62087	1.00000	334-52-9024	6.63146
8824	5.34905	7.58876	5.25494	41.85039	6.70515	78.81992	73.13102	married	Robert Bowen	0.58484	5.33276	no	5.53861	39.78244	1.00000	115-24-1612	6.83923
8825	5.53629	7.46666	3.78680	147.25620	6.99602	56.23577	73.93310	married	Lori Diaz	0.83790	5.35735	Y	5.71388	55.87271	1.00000	578-46-3065	4.67117
8826	7.35358	8.52370	8.56964	71.46874	6.94898	60.33024	69.77204	married	Claire Garcia	2.45164	7.87470	no	8.22751	75.53227	1.00000	104-82-5331	7.04209
8827	6.41191	7.98941	3.42875	68.67334	5.12195	68.94152	87.45492	divoced	Deborah Richard	1.38401	5.86986	no	6.64962	51.15420	1.00000	171-78-1805	6.05986
8828	5.46577	4.61370	3.17238	127.28897	4.37042	69.59806	81.70983	single	Julie Evans	1.07557	8.57411	no	5.05239	67.50354	0.00000	508-35-9070	6.48099
8829	7.58573	7.23107	7.77517	68.58380	6.82097	68.98387	55.42087	married	William Riggs	1.81154	8.81084	yes	8.05440	76.09119	1.00000	399-84-0938	6.79390
8830	5.62584	6.59650	6.08257	109.10196	7.92162	62.61621	84.95051	divoced	Adam Richards	0.79288	4.50823	Y	4.25341	48.56584	1.00000	848-61-2913	6.01127
8831	6.60375	7.83686	7.99227	33.44464	7.20318	84.91014	84.47142	married	Peggy King	2.63077	8.06627	no	8.14129	56.23506	1.00000	223-79-8096	3.95417
8832	7.06501	6.51164	4.79497	59.51637	5.04353	85.26583	74.61467	widowed	Cody Torres	1.16538	7.10064	Y	6.00947	14.44026	0.00000	857-73-7794	5.46400
8833	6.40974	5.79138	3.39698	41.61476	6.18671	81.20920	89.32581	married	William Lewis	1.63675	9.35636	yes	6.18248	48.43172	0.00000	233-55-9711	5.98153
8834	4.76950	6.10149	6.06931	64.33511	6.87141	55.26357	49.80152	single	Ashley Fleming	1.41262	7.25592	no	6.54106	46.00906	1.00000	029-39-0473	5.03455
8835	5.23927	8.69152	6.31928	114.50794	7.31696	69.59356	68.40940	married	Nathan Green	0.81918	5.13147	N	4.03442	66.78074	1.00000	621-75-9631	6.63642
8836	8.17725	2.18361	5.75488	156.82212	7.06376	66.59892	33.86906	separated	Monica Wiley	30.94472	12.30375	yes	10.95659	51.72357	0.00000	369-01-5976	7.10822
8837	6.03090	5.53424	2.62916	46.50799	6.52181	65.90134	85.26251	separated	Nicholas Mcgrath	0.98888	10.19871	Y	5.12805	48.08105	0.00000	483-13-6127	6.33775
8838	6.12835	5.98381	8.75075	84.39925	7.02721	82.02559	85.16335	nop	Adam Clark	1.23838	10.11146	Y	6.79264	58.26470	1.00000	157-93-2950	7.41277
8839	6.28496	9.45880	5.88127	92.82683	5.65797	70.21732	84.85219	married	Patricia Montgomery	1.11720	6.39182	no	5.87307	36.29120	1.00000	679-66-2343	7.60326
8840	7.65457	7.04984	6.72569	64.25564	6.06750	71.47013	51.35349	married	Gregory Clark	3.70386	8.74429	no	8.60366	57.25064	1.00000	192-80-2819	5.96380
8841	6.13249	4.86908	5.36978	-9.34713	8.66149	66.92971	86.68991	single	Brian Cameron	2.22072	7.03416	no	7.80192	53.51567	0.00000	895-09-0426	7.23375
8842	4.90240	6.78498	8.66198	38.14319	5.84183	71.87182	52.66878	separated	Yolanda Vazquez	5.26506	11.32227	Y	8.95593	45.66828	1.00000	717-08-3965	9.56648
8843	6.07627	7.57354	6.44523	18.24946	5.30028	74.80125	89.94117	nop	Terry Kirby	0.94658	4.55874	no	3.79589	76.10637	1.00000	081-81-9516	8.56671
8844	7.46955	5.24766	5.83230	36.74881	6.20694	64.08086	57.14591	separated	Gabriela Smith	2.19869	6.60529	no	7.43634	50.90711	0.00000	046-51-6556	5.33703
8845	6.42139	7.51807	7.17403	10.65931	7.10041	50.42447	91.42232	divoced	Alexander Thompson	1.83971	6.82184	no	7.14017	40.44803	1.00000	083-37-0163	4.18042
8846	8.20509	6.20606	4.83040	59.57506	6.79104	78.92478	34.38234	divoced	Nicole Allen	0.90166	5.18968	no	5.97876	52.22633	1.00000	670-36-4471	6.96899
8847	5.51091	8.54101	9.67691	-22.41746	6.72497	63.21893	77.07464	divoced	Daniel Thompson	9.51993	10.68802	no	9.70993	53.58673	1.00000	015-39-2385	5.91170
8848	6.35533	7.55542	6.25663	109.48613	5.90849	76.53345	87.27769	married	Paul Hampton	1.09761	5.10691	Y	4.89502	68.04548	1.00000	795-05-0432	7.52732
8849	5.69737	5.74585	5.24930	21.24976	6.01106	73.27985	86.79556	single	Christine Ballard	0.86100	7.86916	yes	5.84319	73.46499	0.00000	408-66-4596	3.57573
8850	5.90329	4.78443	5.86844	101.31708	7.21713	84.40538	77.86968	married	Kari Campbell	0.89715	6.59584	no	5.58264	52.04257	0.00000	572-18-9700	7.44696
8851	7.78388	7.22865	8.61813	62.68989	6.40887	51.19328	43.95578	married	Eric Bell	4.29833	10.57527	yes	8.82200	29.86916	1.00000	348-96-0845	5.64227
8852	5.28417	4.30833	4.10666	95.77985	6.04949	79.26685	70.68826	widowed	Anne Owen	0.36584	8.28585	no	3.54897	80.88197	0.00000	866-40-4522	7.39590
8853	7.02663	6.83931	5.22366	61.27940	5.32120	70.39953	75.74939	single	Tara Kim	1.47148	5.40723	Y	5.87339	53.85484	1.00000	080-10-2573	9.76054
8854	7.04377	4.44456	5.74708	85.31709	4.54062	65.23951	78.88971	married	Christopher Alexander	2.79535	7.00976	no	8.20715	57.41423	0.00000	865-94-2951	5.98203
8855	6.13434	5.70481	3.24957	107.93294	6.50308	71.32851	88.47770	separated	Jason Robbins	1.03385	5.18262	Y	6.68157	49.02607	1.00000	011-54-7496	6.75832
8856	5.34304	4.17608	6.73384	34.60858	6.49191	70.37997	71.57500	married	Norma Arnold	0.97155	5.68042	no	4.92334	67.77248	0.00000	899-60-4798	5.20162
8857	7.27327	8.72602	6.23087	77.67096	5.72398	74.26473	66.09470	single	Lisa Rodriguez	0.89875	5.10597	no	4.12122	75.30801	1.00000	396-05-9516	5.02219
8858	6.37130	7.95527	3.76297	103.79927	5.14654	65.67517	85.59824	single	Lisa Potter	4.10512	4.90856	Y	8.76297	58.34993	1.00000	612-33-8883	6.78504
8859	5.96405	4.62075	6.22407	104.10556	4.71773	75.12185	88.19570	divoced	Raymond Crosby	3.06613	6.72722	Y	8.19230	41.14738	0.00000	285-82-2084	5.00127
8860	5.07755	8.94539	6.79387	49.02447	7.11703	70.23562	55.93995	married	Jerry Krueger	0.38123	5.66223	yes	4.77448	40.40076	1.00000	342-43-9133	8.21385
8861	5.88723	8.14842	5.12656	55.29793	4.84133	63.87657	82.96278	single	Russell Bailey	3.12090	5.51519	N	8.48698	37.76855	1.00000	835-63-4634	6.23177
8862	7.87307	6.89467	4.98480	100.51683	5.97732	68.81569	43.51252	nop	Andrea Jackson	0.91507	5.20103	no	5.39134	43.49838	1.00000	644-32-3876	6.50517
8863	7.61949	7.30718	7.47240	63.85114	8.10333	79.76536	56.66810	married	Stephanie Warren	1.14375	4.81292	yes	4.11073	52.04294	1.00000	139-62-6883	5.89567
8864	6.79905	4.57817	2.90387	76.66363	6.91635	76.40677	76.16815	single	Shawn Anderson	1.23190	4.87682	yes	7.02538	36.62046	1.00000	734-99-0717	7.09758
8865	6.64592	5.03428	4.31364	86.40113	6.06032	68.08373	81.57831	widowed	Tina Green	3.07978	9.10966	no	8.15564	51.06438	0.00000	014-20-2300	5.68069
8866	5.82813	5.86819	3.78836	21.73807	5.82757	62.03903	80.58902	divoced	Jennifer Bailey	0.35854	4.56810	no	5.25466	66.00479	1.00000	814-78-2637	4.21160
8867	6.72686	5.85823	5.28764	100.79172	7.73835	63.42391	81.06388	single	Deborah Richard	1.36265	7.02942	yes	6.75440	69.59828	0.00000	171-78-1805	6.50950
8868	7.23338	8.35408	7.05704	93.88328	7.09019	69.86584	67.83902	separated	Albert Campbell	1.80018	6.49428	no	7.95044	60.96553	1.00000	586-91-3663	6.78747
8869	5.36049	5.36440	4.49447	66.17662	5.37888	73.25417	73.37082	divoced	Thomas Bryan	1.69470	8.66621	yes	7.39004	44.26203	0.00000	462-42-1190	7.12046
8870	6.53348	11.73464	8.21686	175.95170	8.41613	64.80251	91.48806	divoced	James Brooks	64.16556	7.15615	yes	11.71350	41.67991	1.00000	150-65-3264	7.20105
8871	6.27022	9.13992	4.38952	86.74385	7.07600	69.66282	88.81981	widowed	Matthew Christensen	8.87339	4.99810	Y	9.74488	65.92241	1.00000	643-38-8845	4.22700
8872	7.37506	8.55534	3.71723	114.79656	6.55783	77.15492	67.07263	married	Christopher Combs	1.18223	7.64188	Y	5.25130	42.77044	0.00000	668-49-0384	5.30994
8873	7.37770	8.04933	3.45309	122.98540	6.57086	76.05892	69.46291	married	Kayla Ortiz	1.12875	5.85226	no	6.47997	59.69697	1.00000	451-60-7194	6.56078
8874	7.88129	6.21530	7.03330	27.29823	6.08020	66.89152	48.37152	divoced	Dr. Cory Ramos	1.45037	7.37553	no	6.10891	45.23610	0.00000	403-83-9235	7.75116
8875	6.92108	5.64633	5.19546	105.78997	6.25734	84.99769	79.70092	separated	Eric Ball	1.65330	7.30069	Y	6.61314	38.53527	0.00000	899-97-0177	6.03543
8876	6.38304	6.93682	8.87736	56.37972	7.86953	69.89181	89.43801	married	Brian Cox	1.64266	8.71254	no	6.60255	37.10786	1.00000	772-44-0950	5.83117
8877	7.45497	5.02728	7.58976	28.80924	7.17463	74.88274	61.30790	divoced	Leslie Brown	1.30188	5.37886	no	5.02960	67.36118	0.00000	386-63-5320	4.69991
8878	5.67771	7.21695	2.76770	62.25984	4.69776	70.86181	73.81477	married	Brittney Martinez	1.13083	5.09388	no	6.02758	28.46121	1.00000	042-34-2833	5.62384
8879	6.50532	4.41108	6.02997	94.16023	6.16805	72.39797	89.58876	separated	Aaron Harper	0.41546	6.84272	yes	3.68793	41.95662	0.00000	044-03-7085	5.90493
8880	4.86920	7.13929	7.01645	86.07458	8.54368	70.83999	53.95049	separated	Andrew Chan	2.99651	8.71051	no	8.36726	62.09294	1.00000	791-66-7663	5.35329
8881	6.32583	8.59371	8.98774	70.51572	6.08870	60.41322	86.47794	married	Shawn Mcgee	4.36785	8.93944	no	8.81390	59.38442	1.00000	051-92-3738	5.38412
8882	5.69097	6.95194	4.11370	78.44471	5.62540	69.21150	81.71976	single	Joshua Mercado	0.50962	4.76724	no	5.28144	60.25365	1.00000	303-68-4251	7.08273
8883	8.34927	9.09093	5.81286	50.60640	4.37919	73.81079	28.06534	separated	Reginald Richardson	0.97337	5.76603	no	5.02713	32.49787	1.00000	332-60-4584	5.18656
8884	6.82015	6.04678	7.53403	142.92766	7.38448	71.15061	83.93426	married	Donald Frazier	1.15753	6.60997	no	5.99101	40.33056	0.00000	211-17-5120	7.13989
8885	5.53021	6.23219	5.70758	92.28205	5.64611	77.73343	77.85993	divoced	Mark Grant	0.93544	7.76090	no	5.38306	47.99122	0.00000	220-98-0651	5.19934
8886	6.39916	8.39705	8.78730	33.37375	6.69894	76.90593	84.73760	married	Andrea Aguilar	1.28120	7.30946	no	7.20182	38.82633	1.00000	824-77-7848	6.02505
8887	6.49565	6.98452	7.34977	121.72833	7.01291	55.56113	91.96351	single	Benjamin Bond	2.52524	8.80217	no	8.27284	54.32712	1.00000	690-09-9272	7.87332
8888	8.09418	4.88022	5.42877	81.33608	5.89266	76.20502	36.25585	single	Lori Haas	1.23253	6.17129	no	7.07053	60.91951	0.00000	574-95-6988	6.54336
8889	6.54130	10.27263	7.30531	11.62905	6.96502	74.35901	87.94859	separated	Ebony Bell	0.69081	6.05345	no	4.54214	40.08793	1.00000	166-67-9753	6.01560
8890	6.64861	8.09708	7.65654	42.50258	7.36309	74.53495	84.77045	divoced	Joel Fisher	2.17059	7.41530	N	7.94984	49.45308	1.00000	769-17-0867	6.35421
8891	6.28660	7.58154	5.18564	59.54368	5.58357	73.47104	85.23770	married	Scott Holmes	0.62870	4.69235	Y	4.33153	60.30288	1.00000	015-03-8632	6.42399
8892	7.07226	8.51834	4.79550	29.35947	6.57764	53.87035	72.78026	separated	Deborah Arnold	0.42664	5.02574	no	4.34905	54.01077	1.00000	192-56-7328	6.37162
8893	7.66651	8.72761	6.74385	184.08297	7.77203	73.39729	52.86109	widowed	Kayla Johnson	0.60121	4.80588	yes	3.62012	61.82996	1.00000	690-08-8683	7.59516
8894	4.73608	8.80021	6.63615	72.87946	5.66347	71.60976	43.19185	married	Sean Cuevas	12.64084	7.95125	no	10.03777	44.05883	1.00000	656-19-7715	5.70713
8895	4.95790	8.27122	8.33648	78.73531	7.80752	73.06773	58.50992	separated	David Brock	1.33634	6.58475	Y	6.97315	78.90667	1.00000	762-55-8432	4.65816
8896	6.73610	7.58080	4.25703	80.79673	5.38091	67.20862	89.03321	single	John Pratt	0.85868	5.39181	no	5.90020	37.80003	1.00000	564-98-9585	6.98655
8897	7.55330	7.05728	6.06485	57.41016	4.76605	57.28982	72.05394	divoced	Leslie Martinez	4.89740	8.85152	no	8.98179	48.53796	1.00000	366-29-8135	5.87604
8898	6.11701	9.74020	6.25617	87.12383	7.00526	74.86518	86.05987	divoced	Jesse Pugh	4.90856	4.70153	yes	8.85767	28.08202	1.00000	157-76-4213	5.83430
8899	6.42064	5.83215	6.82512	119.73776	5.44131	60.02331	84.04204	married	Nicole Crane	0.60784	7.99632	no	6.29817	43.64292	1.00000	402-82-4696	6.45417
8900	6.92487	6.96315	4.43091	-2.97055	6.06169	55.26419	84.11309	nop	Daniel Crawford	0.77472	4.44455	no	4.57289	34.11736	1.00000	867-41-4584	3.23388
8901	5.88379	9.16967	7.18891	117.22805	5.71752	56.57416	89.79969	separated	Carlos Ramsey	1.01585	5.22482	yes	3.89663	62.37264	1.00000	131-24-9382	7.12827
8902	6.68708	6.63201	7.52523	103.96927	7.32460	76.64024	85.18632	married	Cassandra Williams	3.22818	9.72021	no	8.35295	20.10303	1.00000	669-16-6262	5.77030
8903	7.30949	8.75355	4.84645	155.58433	7.51156	67.17202	71.77877	nop	Dr. Anthony Andrade Jr.	0.99441	6.28142	no	6.17345	48.19740	1.00000	244-27-3902	6.86366
8904	7.42516	7.81546	4.62182	56.65588	7.79628	77.14364	62.07634	divoced	Mary Hoover	1.15055	4.39202	Y	3.82484	84.68404	1.00000	371-15-4258	6.07942
8905	5.02274	8.91827	10.59494	92.77053	6.51295	72.97179	58.95280	single	Elizabeth Santos	7.18429	10.72799	yes	9.38623	43.42455	1.00000	714-35-2769	5.63996
8906	7.07173	5.15830	4.42043	27.78628	6.90022	58.62736	74.98555	nop	William Contreras	0.96337	5.03720	yes	6.49913	47.54341	1.00000	289-94-6861	5.60434
8907	6.01976	8.29089	7.09478	64.82679	6.20395	77.36958	89.08227	married	John Lawrence	0.79705	5.23631	no	4.29156	59.61261	1.00000	860-92-8212	6.54592
8908	5.94204	7.81362	5.84264	137.21409	6.59289	86.69006	88.04023	nop	Donna Wood	1.33771	5.11496	Y	4.56246	28.62002	1.00000	059-43-0502	5.58122
8909	8.52333	4.21210	2.48602	61.43243	7.02353	67.33621	21.76107	nop	Joseph Mccall	1.30359	4.01984	no	6.25276	49.52832	1.00000	187-41-6581	5.55740
8910	6.72963	9.30250	7.57410	78.09389	7.21375	71.12802	86.48172	married	Shawn Garcia	6.29943	6.98567	no	9.14896	23.72335	1.00000	788-30-2542	6.66702
8911	8.66643	7.86222	5.23415	45.61165	7.03212	64.11100	13.63708	married	Shelley Griffith	0.72264	5.51214	no	5.60622	42.25073	1.00000	663-17-2263	7.47686
8912	5.35017	8.39685	8.52498	41.69002	5.90636	61.35473	71.62261	married	Antonio Jones	5.15510	9.04726	N	8.98110	41.84301	1.00000	125-50-5479	5.92314
8913	8.08168	6.51451	6.59028	49.15697	6.79904	72.62322	37.44851	separated	David Thompson	0.88185	6.15050	no	5.90486	65.03609	1.00000	852-37-0190	6.70728
8914	5.41522	6.97370	6.69144	83.37889	6.96423	74.23182	71.82488	divoced	Jessica Mccarthy	1.84971	6.70229	no	6.87539	48.93706	1.00000	065-30-0796	5.64165
8915	7.76410	7.82524	5.17670	34.54325	8.57626	66.38055	50.32320	married	Brian Gonzales	1.03055	4.13302	yes	3.52880	37.11033	1.00000	654-75-7728	6.69943
8916	5.52931	4.64296	4.62288	41.69485	6.72886	59.36346	75.70142	divoced	Karen Smith	1.08568	7.08010	yes	4.09095	30.34612	0.00000	174-08-0441	6.03482
8917	6.51746	7.05131	8.08167	79.14391	4.86888	72.24181	84.73154	divoced	Rhonda Young	0.73704	7.43045	no	6.49195	44.93227	1.00000	890-59-8938	4.84071
8918	6.04073	5.78211	5.31032	84.74896	4.28290	59.34659	86.79817	nop	Erica Frank	0.56550	4.27639	yes	4.74625	46.11956	1.00000	197-11-1157	7.80528
8919	6.26032	8.83064	6.50066	60.41623	7.28603	67.05196	88.28663	widowed	Willie Berg	6.89158	6.96647	Y	9.37729	58.72319	1.00000	224-73-3222	7.35361
8920	5.42151	4.99140	4.32593	134.63443	5.15481	65.15684	76.28135	married	Justin Garcia	0.99960	8.39828	Y	2.70750	45.59716	0.00000	584-73-5223	6.16043
8921	5.15503	8.82259	6.85993	97.96747	5.22312	74.71770	72.37798	divoced	Rhonda James	1.28310	5.13078	yes	3.97597	57.69209	1.00000	151-42-8347	6.50440
8922	6.48039	4.54281	5.63915	92.93282	7.23812	70.37283	92.06004	single	Alice Johnson	3.06678	7.24235	no	8.25078	80.46953	0.00000	881-34-9091	7.78850
8923	6.15928	5.90723	5.03432	90.20585	5.06904	68.48278	85.10299	married	Danielle Snyder	1.02348	4.17681	Y	4.74139	47.91268	1.00000	895-95-5796	6.36469
8924	6.63596	3.29107	5.22224	139.60870	6.01701	62.27675	87.30495	married	Brian Hampton	0.66583	6.56511	no	5.77742	70.35340	0.00000	681-32-0989	5.50323
8925	6.56172	7.64816	4.64407	118.23842	6.62644	77.49509	86.97620	divoced	Taylor Wilkinson	0.92233	5.12002	no	5.55789	50.65763	1.00000	874-70-5578	5.54826
8926	6.78247	7.32152	2.65943	55.37069	5.69103	68.99643	84.72107	married	Austin Rodriguez	1.45552	5.39870	Y	6.35678	53.01707	1.00000	837-94-1083	5.80580
8927	7.38100	6.87501	4.84789	103.53901	6.13641	52.23543	59.67114	widowed	Charles Davis	0.85992	6.31893	Y	5.71986	36.52755	0.00000	887-33-6248	7.00604
8928	6.62254	5.31457	5.69544	164.73882	6.58610	68.22442	83.23679	single	Matthew Ross	1.20316	7.25250	no	5.98967	42.96064	0.00000	318-56-8187	7.18858
8929	6.54928	8.57373	5.36983	32.95277	6.73166	58.18224	88.34811	separated	Stephanie Foster	0.63961	5.81148	no	5.66170	45.22048	1.00000	324-40-4941	7.35363
8930	7.46745	5.37093	5.31810	63.89688		68.34116	59.67591	nop	Alexander Patton	1.39850	6.71176	no	7.45107	44.00420	0.00000	189-59-4485	6.02594
8931	7.31330	4.26767	4.88220	81.76786	6.50705	68.03513	67.14557	married	John Becker	0.93956	7.47159	Y	2.18515	19.91905	0.00000	040-54-4669	6.11656
8932	5.75390	5.38820	5.55272	121.00785	6.61555	63.54457	80.95841	separated	Teresa Smith	1.61775	6.10200	Y	7.48620	26.93549	0.00000	396-96-0047	6.19158
8933	7.02546	8.42885	6.81604	97.10212	6.40672	56.83198	83.22928	married	Adam Fuller	0.59801	4.62378	no	3.51241	68.31476	1.00000	424-51-2065	6.15733
8934	8.36810	5.15386	2.34964	87.23775	5.80239	83.20467	19.19934	married	Amy Logan	0.99499	10.01489	no	4.57023	49.84018	0.00000	522-83-8438	5.99000
8935	6.55038	7.84082	6.04269	64.90716	6.34548	71.18510	82.05648	single	Bryan Reyes	0.84171	5.16106	yes	4.86500	61.94377	1.00000	554-54-3740	6.87733
8936	6.69248	4.63561	2.17788	79.81217	6.48532	75.22549	82.08805	married	James Williams	0.54379	9.62187	no	3.90973	48.62469	0.00000	372-75-9675	7.61915
8937	7.97473	7.16698	9.01513	50.95603	5.76700	76.24288	41.97612	married	Michelle Holmes	1.53189	8.88770	no	7.16919	63.34929	1.00000	847-01-8551	5.86120
8938	6.46193	5.88701	5.41823	7.35662	7.87219	61.27124	82.28244	married	Laura Fowler	1.66903	5.49576	Y	5.58270	32.63582	1.00000	416-93-8197	7.25594
8939	6.27425	7.31651	3.96071	97.97649	5.05547	72.13875	79.93532	nop	Jessica Jackson MD	0.80575	5.16561	no	5.76504	57.46467	1.00000	416-43-9629	6.49384
8940	5.90589	5.26721	6.09308	40.27736	4.34541	62.42084	95.30538	married	Tyler Valenzuela	0.37330	7.10614	yes	5.15562	57.48013	0.00000	180-02-2966	6.23098
